name,price,status,shipping,free_returns,items_sold
Nike LeBron James XX 20 Liverpool FC Gym Red DV1193-600 sz 8.5 Men's,13999,Brand New,1495,False,False
New Listing,7990,Pre-Owned,1495,False,False
New Listing,11500,Pre-Owned,1495,False,False
Nike LeBron Soldier XIV TB Promo CW4221 101 White/Black-Black New Men's Size 13,7933,Brand New,1495,False,False
New Listing,10000,Pre-Owned,1495,False,False
New Listing,1920026700,Brand New,1495,False,False
2024-25 Panini Donruss Basketball Base & RC's #1-250 COMPLETE your set You Pick,99299,Pre-Owned,65,False,False
New Listing,6500,Pre-Owned,1171,False,False
New Listing,12500,Brand New,1495,False,False
Lebron 10,17000,New (Other),1495,False,False
NBA Players Headband Choose From Curry Jordan Wade Kobe Kyrie & Lebron,999,Brand New,0,False,56
Nike LEBRON TR 1 2025 Breathable Cushioning Blue Men FJ6151-400,14017,Brand New,1495,False,False
Size 9.5 - Nike LeBron 10 Christmas,9999,Pre-Owned,1495,False,False
Size 9.5 - Nike LeBron 14 Bred - 852405-004,4500,Pre-Owned,1620,False,False
Size 14 - Nike LeBron 21 Queen Conch,12000,New (Other),1495,False,False
Los Angeles Lakers LeBron James #23 basketball jersey,2998,Brand New,0,False,False
Size 9 - Nike LeBron 14 Out of Nowhere,16900,Pre-Owned,1495,False,False
Nike LeBron James NXXT Gen Lakers Court Purple Gold DR8784-500 Men's,10999,Brand New,1495,False,False
2019-20 Panini Chronicles Luminance LeBron James #162,140,Pre-Owned,299,False,False
Nike Zoom LeBron NXXT Gen TB P Promo Black shoes FN7092-002 sz 15 / 16.5 NEW,14995,Brand New,1495,False,False
Bronny James Jr. 2024-25 Donruss Net Marvels Rookie Card No. 11 Lakers,499,Pre-Owned,125,False,False
"Nike BQ3177-002 Lebron XVII 17 ""In The Arena"" Gray Sneaker Shoes Men's US 8.5",3200,Pre-Owned,1000,False,False
"NIKE ZOOM LEBRON III QS ""SUPERMAN SUPERBRON"" WHITE-RED SZ 11 [AO2434-100]",19999,Brand New,1495,True,False
New Listing,3999,Pre-Owned,1107,False,False
New Listing,999,Pre-Owned,1500,False,False
"2019-2020 Panini Mosaic Jam Masters Lebron, Giannis, Davis, Kemp",99199,False,0,False,False
341-Nike Lebron XI GS Sneaker Laser Crimson Black Turbo Green 621712 601 6Y,2499,Pre-Owned,1171,False,False
New Listing,5488,New (Other),1099,False,False
1999 St. Vincent-St. Mary Akron throwback rookie LEBRON JAMES Cavaliers,299,Pre-Owned,200,False,False
New Listing,9995,Pre-Owned,1107,False,False
Nike LeBron 19 Minneapolis Lakers Pearl White Blue Gold DC9339-200 Mens Size 11,15197,New (Other),1495,False,False
2018-19 Donruss Optic Basketball Card Pick (Base),99800,Pre-Owned,150,True,False
2019 Upper Deck Goodwin Champions VIP Prize Cards Red LeBron James #P-3,1658,Pre-Owned,299,False,False
2024-25 Panini Donruss Basketball Pick Rated Rookie #201-250 - Buy More & Save,129379,Pre-Owned,25,False,False
"LeBron James makes first dunk of career, Basketball Poster - No Frame",16912696,Brand New,799,False,False
Nike LeBron Soldier XIV - “Black/MTLC Dark Grey” - Size 9 - CK6024-003,8000,Brand New,1495,False,False
New Listing,9768,Brand New,1628,False,False
Nike Zoom Lebron 2 Midnight Navy Basketball Sneakers DR0826-100 Men's Shoe Size,1499716497,Brand New,1495,False,False
New Listing,8500,Pre-Owned,1495,False,False
2024-25 NBA HOOPS Basketball Base #1-150 Complete Your Set - You Pick Card,99169,Pre-Owned,0,False,False
Nike Zoom Lebron III QS White Basketball Sneaker Shoes  AO2434-102,17999,Brand New,1495,False,False
New Listing,19900,Pre-Owned,1495,False,False
Lebron James #23 Purple Crew Neck Basketball Jersey New Fan Jersey Sewn S-2XL,4680,Brand New,0,False,False
New Listing,12000,Pre-Owned,1495,False,False
LEBRON JAMES STICKER Basketball Los Angeles Lakers NBA Cavs Heat,200,Pre-Owned,0,False,False
2020-21 Panini Chronicles Basketball Card Pick (Base) 257-723,991200,Pre-Owned,150,True,False
Lebron James Tshirt Cleveland Cavaliers Youth NBA Final MVP  - Garnet Red ,899,Brand New,0,True,False
2023-24 Panini Photogenic Pick your Player VOLUME PRICE #1-150 VOLUME PRICING,149299,Pre-Owned,0,False,False
Nike Zoom LeBron 2 'Beast' DQ2439-200 In Stock,14400,Brand New,1495,False,False
New Listing,5000,New (Other),1008,False,False
2023-24 Panini Monopoly Prizm NBA Basketball Pick your Card to Complete Set,99,Pre-Owned,0,False,False
2025 NBA Series X 10 TeenyMates Pick Your Own BRAND NEW Choose teeny mate,3991099,Brand New,399,False,False
Nike Zoom LeBron NXXT Gen Da Vinci Light Orewood Brown DR8784-100 Mens Size 10.5,7994,New (Other),1495,False,False
NIKE ZOOM LEBRON NXXT GEN BASKETBALL SHOES- Green,11000,Brand New,1495,False,False
Nike LeBron James NXXT Orewood Brown Coral Chalk Pink DR8784-100 Men's,10000,Brand New,1495,False,False
2023-24 Panini Mosaic Elevate Basketball Card Pick (Inserts),250600,Pre-Owned,150,True,False
Nike LeBron Zoom Soldier Men's Size 8.5 897644-200,6999,Pre-Owned,999,False,False
Nike LeBron 13 Low Olympics Size 10,13000,Pre-Owned,1495,False,False
NIKE LEBRON 8 V/2 WHITE-BLACK-SPORT RED SZ 8 [429676-100],19999,Brand New,1495,True,False
Size 9.5 - Nike LeBron 14 Bred - 852405-004,4500,Pre-Owned,1620,False,False
Size 14 - Nike LeBron 21 Queen Conch,12000,New (Other),1495,False,False
Nike LeBron 13 Low Olympics Size 10,13000,Pre-Owned,1495,False,False
Used Nike LeBron 13 Christmas Size 11.5 Men’s w Box READ DESCRIPTION,2900,Pre-Owned,1910,False,False
New Listing,5000,New (Other),1008,False,False
2023-24 Panini Monopoly Prizm NBA Basketball Pick your Card to Complete Set,99,Pre-Owned,0,False,False
2023-24 Panini Mosaic Elevate Basketball Card Pick (Inserts),250600,Pre-Owned,150,True,False
Nike LeBron Zoom Soldier Men's Size 8.5 897644-200,6999,Pre-Owned,999,False,False
New Listing,4675,Pre-Owned,1328,False,False
2019-20 Donruss Optic INSERTS with Purple and Silver Holo Prizms You Pick,99999,Pre-Owned,0,False,False
"YOU PICK 2024 NBA TEENYMATES FIGURES *TATUM, CURRY, LUKA, LEBRON, DURANT, TRAE++",188488,Brand New,390,False,False
New Listing,14999,Pre-Owned,1495,False,False
2024 NBA Series 9 Silver TeenyMates Pick Your Own BRAND NEW Choose teeny mate,3991799,Brand New,399,False,False
New Listing,1638,Pre-Owned,1328,False,False
Nike Lebron 14 Out Of Nowhere Size 9.5,20000,Pre-Owned,1495,False,False
Nike LeBron 28 James Gang -Size 5.5 Youth.  Pristine condition. ,3099,Pre-Owned,1067,False,False
LeBron XX1,11500,New (Other),1495,False,False
2016 CHAMPS Cleveland Plain Dealer Newspaper Cavaliers Championship Lebron James,1999,Brand New,463,False,False
New Listing,4999,Pre-Owned,999,True,False
2022-23 Panini Chronicles BASE Complete Your Set You Pick Basketball Card #1-50,99199,Pre-Owned,0,False,False
New Listing,7500,Pre-Owned,1495,False,False
Nike LeBron James XIX Hardwood Classic Lakers Shoes CZ0203-002,12000,Brand New,1495,False,False
Nike Lebron XIV 14 Limited Agimat Philippines Basketball Shoe 852402-400 Sz 9.5,27999,Brand New,1495,False,False
New Listing,25000,Pre-Owned,1495,False,False
LeBron James (Smile) Big Head. Larger than life mask.,2497,Brand New,797,False,False
Nike LeBron 10 Pure Platinum 2013 - Size 10,7500,Pre-Owned,1495,False,False
Nike LA Lakers Lebron James Select Series Swingman Jersey FD4093-580 Mens 3XL 60,8799,Brand New,599,False,False
Nike LeBron 19 Sketch,15800,Pre-Owned,1495,False,False
Size 5.5 - Nike LeBron 15 Metallic Gold,30000,Brand New,1495,False,False
Nike Lebron XXI 21 Premium Pearl of Z Translucent Sole Blue Sz 9.5 [FV7275-401],11999,Brand New,1495,True,False
New Listing,17400,Brand New,1495,False,False
LEBRON XIII LMTD,35000,Brand New,1495,False,False
2021 SPACE JAM NEW LEGACY MCDONALDS TOYS - LEBRON - U PICK LOONEY TUNES,2491199,Brand New,375,False,False
New Listing,13499,Brand New,1495,False,False
LeBron XVII Youth Sz 6Y W7.5,5000,Brand New,1960,False,False
New Listing,8500,Pre-Owned,1495,False,False
2023-24 Panini Select Basketball - Individual Base Cards & Inserts - U PICK!!!,100400,Pre-Owned,69,False,False
Nike LeBron 21 EP Serenity - HF5352-500,1130021400,Brand New,1495,False,False
Size 10.5 - Nike Air Force 1 Premium (Lebron) Collection Royale,13000,Pre-Owned,1495,False,False
"NIKE LEBRON XI 11 ""DUNKMAN 2013"" MICA GREEN-SEA SPRAY SZ 10 [616175-300]",19999,Brand New,1495,True,False
"Nike Lebron Xviii 18 Low "" Stewie Griffin"" Wt Black Baltic CV7562-104 Men Sz 11",17999,Brand New,1495,False,False
2021-22 Panini Chronicles Basketball Cards - You Pick,99600,Pre-Owned,69,False,False
B1937- 1996 Topps Baseball Card #s 1-250 +Rookies -You Pick- 15+ FREE US SHIP,99318,Pre-Owned,69,True,False
Size 9.5 - Nike LeBron 10 All Star - Extraterrestrial,6500,Pre-Owned,0,False,False
"1:6 LeBron James Head Sculpt PVC Carved Fit 12"" Male PH TBL Action Figure Body",3089,Brand New,0,False,False
"2024 Panini Prizm Draft Picks Basketball Base, Inserts & Variations - You Pick",991799,Pre-Owned,69,False,False
"Lebron James Cards - Base Cards, Inserts, etc. - You Pick - Los Angeles Lakers",2501995,Pre-Owned,0,False,False
Nike Men 10.5 LeBron XXI Algae Basketball Shoes Oil Green/Silver/Volt FV2345-302,7500,New (Other),1495,False,False
Nike LeBron NXXT Genisus EP Platinum Violet Men Basketball Shoes HF0711-005,14299,Brand New,0,False,False
New Listing,3500,Pre-Owned,1471,False,False
Nike LeBron 18 Lakers ,10000,New (Other),1495,False,False
atmos × Nike LeBron 16 Clear Jade CD9471-003 Men's Size,1918430524,Brand New,1495,False,False
New Listing,5995,Pre-Owned,2110,False,False
2020-21 Donruss Optic Basketball HYPER PINK PRIZMS with Rated Rookies You Pick,120799,Pre-Owned,0,False,False
2022-23 Donruss Optic Basketball Veteran Base with Rated Rookies 1-250 You Pick,149399,Pre-Owned,0,False,False
New Listing,5488,New (Other),1099,False,False
2023-24 BOWMAN UNIVERSITY CHROME Complete Your Set $2 OR 2 CARD MINIMUM YOU PICK,99424,Pre-Owned,0,False,False
Nike Zoom LeBron NXXT Gen Wolf Grey Mens Size 11 Black Metallic Gold DR8784 004,9349,Brand New,1495,True,False
New Listing,6000,Pre-Owned,1355,False,False
Nike Lebron Witness VI Clear Emerald/Wild Berry CZ4052-300 Men's Sneakers,5249,Brand New,1495,False,False
2023-24 Contenders NBA Base/Inserts/Parallels Complete Your Set Pick Card Wemby,99299,Pre-Owned,69,False,False
Nike Lebron Witness V5 White Clear Jade Basketball Shoe CQ9380-100 Mens US 8,5499,Pre-Owned,0,True,False
2022-23 Panini Chronicles Basketball Base Set & Parallels You Pick,99199,Pre-Owned,97,False,False
Los Angeles LA Lakers LEBRON JAMES Milestone 30K-10K-9K Bobblehead #/406 Presale,9450,Brand New,1095,False,False
2017-18 Panini Contenders Most Valuable Contenders LeBron James #7,306,Pre-Owned,299,False,False
2024 PANINI PRIZM DRAFT PICKS - INSERTS DEEP SPACE FEARLESS STUDENT ORIENTATION,99895,Pre-Owned,0,False,False
2016-17 Panini Prestige Stat Stars LeBron James #5,300313,Pre-Owned,299,False,False
Size 11.5 - Nike LeBron Witness VII 7 Multi-Color Basketball Shoes,4000,New (Other),0,False,False
/199 2024-25 NBA Hoops Premium Box Set #1-230 Complete Your Set U Pick Who Need,149499,Pre-Owned,88,False,False
Nike Lebron 7 Lakers Media Day Yellow Purple CW2300-500 Men's Size,2446243772,Brand New,1495,False,False
A3907- 2019 Upper Deck Goodwin Champions Cards -You Pick- 15+ FREE US SHIP,99999,Pre-Owned,69,True,False
A8815- 2010-11 Playoff Contenders Patches Bk 1-100 -You Pick- 15+ FREE US SHIP,99795,Pre-Owned,69,True,False
Size 8.5 - Nike LeBron 12 EXT Rubber City 2015 744286-001 No Box,7999,Pre-Owned,1495,False,False
"NIKE ZOOM LEBRON III QS ""SUPERMAN SUPERBRON"" WHITE-RED SZ 11 [AO2434-100]",19999,Brand New,1495,True,False
Size 12 - Nike LeBron 20 Nike Lifer,10000,Pre-Owned,1495,False,False
Size 10.5 - Nike Air Force 1 Premium (Lebron) Collection Royale,13000,Pre-Owned,1495,False,False
"NIKE LEBRON X 10""PRISM"" BLACK-STRATA GREY-WHITE SZ 18 RARE! [541100-004]",29999,Brand New,1495,True,False
LeBron James Nike Size 10 -  Sport Pack Blue Diamond,5500,Pre-Owned,688,False,False
Los Angeles LA Lakers LEBRON JAMES Milestone 30K-10K-9K Bobblehead #/406 Presale,9450,Brand New,1095,False,False
DS Nike LeBron 10 +Pressure. Size 10 m.,65000,Brand New,1495,False,False
New Listing,7700,Pre-Owned,1495,True,False
atmos × Nike LeBron 16 Clear Jade CD9471-003 Men's Size,1918430524,Brand New,1495,False,False
Men's Size 10.5 Nike Zoom LeBron NXXT Gen TB Promo “Triple Black” HJ9942-001,15190,New (Other),1495,False,False
Nike LeBron TR 1 James Better With Age Brown Mens US 11.5 Cross Training Shoes,8186,New (Other),1887,False,False
Nike Lebron NXXT Gen Men's Multi Size I Promise Orange Blue Pink DR8784-900 NBY,15000,Brand New,0,False,False
NIKE LeBron XX All-Star Turquoise Men's Size 7.5 DV1191-400,9499,Pre-Owned,899,False,False
Nike Lebron Witness VIII Men Basketball Shoes FB2239 004,4997,Brand New,499,False,False
Nike LeBron 20 Miami Heat Black-Red-Gold-DJ5423-001 Size 13.5  (100% Authentic!),25999,Brand New,1495,False,False
Nike LeBron 21 Conchiolin White Black Lebron James Basketball Sneakers,11500,Brand New,1495,False,False
Nike Zoom LeBron 3 Metallic Gold 2006 312147-006 Men's Size 11.5  - No Box,16000,Pre-Owned,1495,False,False
Lebron 21,12000,Brand New,1495,False,False
New Listing,20361,Pre-Owned,2500,True,False
"1:6 LeBron James Head Sculpt PVC Carved Fit 12"" Male PH TBL Action Figure Body",3089,Brand New,0,False,False
Nike LeBron XIII Low Men’s Basketball Sneakers 831925-400 ,44625,New (Other),1495,False,False
New Listing,22400,Brand New,1495,True,False
Nike Lebron XI 11 Terrcotta Warrior  616175-005 Mens Basketball Shoes  8.5,5995,Pre-Owned,0,False,False
[DQ6400-300] Mens Nike LEBRON 9 LOW 'REVERSE LIVERPOOL',10499,Brand New,1495,False,False
New Listing,2500,Pre-Owned,1440,False,False
Nike LeBron 19 Sketch,15800,Pre-Owned,1495,False,False
2024-25 Panini Prizm Basketball Inserts Dominance Emergent Global Instant BX027,100250,Pre-Owned,65,True,False
New Listing,12500,New (Other),1495,False,False
New Listing,8499,New (Other),1495,True,False
"Nike Lebron 18 'Diana Taurasi GOAT' Gray blue Sneakers, Sz 11.5 BNIB CQ9283-401",12500,Brand New,1495,False,False
Nike Lebron 16 Superman Superbron Blue Men’s 9.5,21999,Brand New,1495,False,False
New Listing,6999,Pre-Owned,949,False,False
Nike Lebron XVII 17 Grafiti Freestyle White/Red/Black Sneakers- US Size 6,13900,Pre-Owned,1495,True,False
2023-24 Donruss LeBron James #2 Los Angeles Lakers,199,Pre-Owned,75,False,False
2023-24 Panini Optic NBA Basketball Base # 1-200 Complete You Pick Card SET,99149,Pre-Owned,69,False,False
Nike LeBron 18 Los Angeles by Day Cream White Mens Sizes nby DB8148-200,9999,New (Other),0,False,False
Nike Lebron 21 Abalone Industrial Blue Basketball Sneaker FN0708-400 Mens Size,8997,Brand New,1495,False,False
New Listing,12200,Pre-Owned,1495,False,False
2022-23 NBA Hoops Winter Edition Basketball Cards #1-300 Complete Your Set,99179,Pre-Owned,70,True,False
LeBron,2000,Pre-Owned,1440,False,False
NIKE LEBRON 15 XV PRIDE OF OHIO WINE BLACK TAUPE GREY 897648-003 Men’s Size 10,10995,Pre-Owned,1495,False,False
Size 10 - Nike LeBron 16 Low USA,10000,Pre-Owned,1495,False,False
New Listing,7000,Pre-Owned,0,True,False
Nike Lebron XI 11 Terrcotta Warrior  616175-005 Mens Basketball Shoes  8.5,5995,Pre-Owned,0,False,False
2023-24 DONRUSS Optic #1-200 COMPLETE YOUR SET $2 or 2 Card Minimum YOU PICK!,99198,Pre-Owned,0,False,False
Nike Zoom LeBron 2 White/Midnight Navy Men's 8,13000,Brand New,1495,False,False
Nike Lebron Witness VI TB Men Basketball Shoes Grey/White DO9843 001 Choose Size,75008000,Brand New,0,False,False
New Listing,6200,Brand New,1171,False,False
  Nike LeBron James high top Men's size 10.5,6000,Pre-Owned,1050,False,False
(4pc) Lebron James Signature Basketball Silicone Bracelets Los Angeles Lakers,999,Brand New,451,False,False
2022-23 NBA HOOPS BASKETBALL - COMPLETE YOUR SET - YOU PICK !!!!,100250,Pre-Owned,99,False,False
Nike LeBron ‘Soldier 13 SFG TB’ Black White Size 7  Basketball Shoes EUC,3999,Pre-Owned,1065,False,False
2024-25 Panini Prizm Basketball Base Complete Your Set Singles #1-300 PYC,99,Pre-Owned,69,False,False
New Listing,1999,Pre-Owned,599,False,False
LeBron 17 Currency  ,20000,Brand New,1495,False,False
2020-21 Panini Chronicles Classics Complete Your Set You Pick Basketball Card,99299,Pre-Owned,0,False,False
2017-18 Panini NBA Sticker Euro European Italy Edition 1-435 (1-240 Part 1 of 2),99499,Pre-Owned,100,False,False
2024-25 Donruss HARDWOOD MASTERS insert Complete your set - You pick Card,199439,Pre-Owned,0,False,False
Men's Lebron Xl (11) - Atomic Orange - Sneakers / Shoes - Size 10,15000,Pre-Owned,1495,False,False
New Listing,23000,Pre-Owned,1495,False,False
New Listing,7499,Pre-Owned,0,True,False
2023-24 Panini NBA Sticker Singles - #1 to #202 Create Own Lot,99144,Pre-Owned,85,False,False
Mini Figure 3D Lebron James Lakers Purple Basketball Keychain #23 Los Angeles,1025,Brand New,0,False,False
Nike Space Jam x LeBron 19 EP 'Tune Squad' DC9342-800,1010016700,Brand New,1495,False,False
Nike Lebron Soldier 12 XII TB White Black AT3872-101  Zoom Basketball Mens 5.5,3060,Pre-Owned,0,False,False
"Nike Zoom Lebron NXXT Gen AMPD ""Equity"" Basketball Shoes FJ1566-103 Mens Size",10000,Brand New,1495,False,False
LEBRON JAMES STICKER Basketball Los Angeles Lakers NBA Cavs Heat,200,Pre-Owned,0,False,False
New Listing,3499,Pre-Owned,1392,False,False
"Lebron James Cleveland Cavaliers ""King Pic"" TANK-TOP",24992699,Brand New,299,False,False
Nike LeBron 18,10000,New (Other),1495,False,False
Nike LeBron IX Low Lebronald Palmer Lime Mango Lemonade - Size 9.5 - Preowned,4000,Pre-Owned,1299,False,False
[DM1123-005] Mens Nike LEBRON WITNESS 7,9999,Brand New,0,False,False
Nike LeBron 18 NRG Men's Basketball Shoes Size 5.5 Pink Green Blue Yellow GUC,4474,Pre-Owned,1200,False,False
Size 9.5 - Nike LeBron 9 Ohio State,23500,New (Other),1495,False,False
Size 10 - Nike LeBron 13 25K Point Club Multicolor 2015 Digital Squares RARE,17500,Pre-Owned,1495,False,False
Nike Lebron 15 Pride Of Ohio,12000,Pre-Owned,1495,False,False
"Brand New Nike LeBron 17 ""Bron 2K Playoffs"" [BQ3177-101]",18000,New (Other),1495,False,False
Nike LeBron 12 USA - 684593-616,16000,Pre-Owned,1495,False,False
NIKE LEBRON 9 P.S. PS ELITE WHITE-METALLIC GOLD-BLACK SZ 8 RARE! [516958-100],19999,New (Other),1495,True,False
Nike LeBron XI Away Miami Heat Men's Sneakers Red Black Basketball,18500,Pre-Owned,2500,False,False
DS Nike LeBron 12 Low USA. Size 9.5 m.,50000,Brand New,1495,False,False
New Listing,6500,Pre-Owned,1171,False,False
Nike Zoom LeBron NXXT Gen 'Wolf Grey' DR8784-004 ,8000,Pre-Owned,1495,False,False
Nike Lebron Witness 8 I Promise Mens Size 5.5/Womens 7 Blue Pink HJ2963-900,8499,New (Other),1495,False,False
2021-22 Panini Chronicles Basketball Cards - You Pick,99600,Pre-Owned,69,False,False
2010-11 Classics #95 LeBron James Miami Heat Lakers CAVS NBA HOF GOAT CHAMPION,899,Pre-Owned,0,False,False
Mosaic Basketball YOU PICK Rookie Mosaic Yellow Reactive National Pride Mint,99195,Pre-Owned,75,False,False
New Listing,2999,Pre-Owned,767,False,False
"NIKE LEBRON XVIII 18 ""WE ARE FAMILY"" GREEN ABYSS-HYPER CRIMSON SZ 9 [CQ9283-300]",11999,Brand New,1495,True,False
Lebron 18 Low Space Jam,12000,Pre-Owned,0,False,False
"NIKE LEBRON XI 11 ""DUNKMAN 2013"" MICA GREEN-SEA SPRAY SZ 10 [616175-300]",19999,Brand New,1495,True,False
Nike LeBron XXI PRM EP 21 Grandmas Couch 10 Men’s Pearl of Z FV7276-401 Shoes,17500,New (Other),1495,False,False
2012-13 Panini Prestige #49 Kevin Garnett Boston Celtics,179,Pre-Owned,0,True,False
New Listing,4253,Pre-Owned,1905,False,False
Nike LeBron 18 Melon Tint Sisterhood Basketball DB8148 801 Men’s Size 11.5 ,29299,New (Other),1495,False,False
Lebrons Basketball Shoes (NEW),15000,Brand New,1495,False,False
"Gambia 2007 - NBA All Stars - KOBE, LeBron, Shaq, Wade - Sheet of 9 Stamps - MNH",840,False,0,False,103
Nike LeBron 18 Low 'Bugs vs Marvin' Basketball Sneakers CV7562-005 Youth - Sz 5,2800,Pre-Owned,1000,True,False
Bronny James 2023-24 Bowman Chrome U 1st BOWMAN #95 USC,299,Pre-Owned,99,False,False
FN0709-400 Nike LeBron 21 Abalone (Men's),1990033800,Brand New,0,True,False
Size 4 - Nike LeBron 15 Graffiti,7999,Pre-Owned,1495,False,False
New Nike LeBron XXI 21 Basketball Shoes 'James Gang' Crimson/Gym Red #HF5951-600,15700,Brand New,1495,False,False
Nike LeBron 19 “Bred” (CZ0203-001) Mens Size 10,22999,Brand New,1495,False,False
Nike LeBron 8 Graffiti DD8306-001,1680018000,Brand New,1495,False,False
Nike Lebron XVIII Low CV7562-102 Mimi Plange Higher Learning Size 9 Brand New,12999,Brand New,1495,False,False
Nike LeBron 18 Low LeBronold Palmer Sz 9.5,8999,New (Other),1495,False,False
LeBron 19 EP Sketch  Size 10  ,12000,New (Other),1495,False,False
LeBron,6500,Pre-Owned,1620,False,False
New Listing,7560,Pre-Owned,1495,False,False
"Size 10 - Nike LeBron 9 Blackout 2012, Pre owned, Read Description",9900,Pre-Owned,1495,False,False
"Funko Pop LA Lakers : LeBron James #52 White Uniform Vinyl ""MINT""",1500,Brand New,580,False,159
Nike Lebron 18 Low Lebronald Palmer Basketball Sneakers,14999,Brand New,1495,False,False
Nike Lebron XV 15 Four Horsemen Multi-Color Youth/Men Sz 7,5000,Pre-Owned,0,False,False
Lebron XX Size Men’s 8.5 Time Machine,26400,Brand New,1495,False,False
NIKE LEBRON XI 11 EXT DENIM QS BLACK-BLACK-DENIM SZ 9 [659509-004],16999,Brand New,1495,True,False
Size 12 - Nike LeBron 11 Hornets,5000,Pre-Owned,1180,False,False
New Listing,14840,Pre-Owned,1500,False,False
Nike LeBron 19 EP 'King's Crown' DC9340-600,1070022900,Brand New,1495,False,False
Nike Air Zoom LJ Elite Long Jump Track Spikes Black CT0079-001 Mens 9 - 10,6998,New (Other),0,False,False
2023-24 Panini Donruss LeBron James #2,135,Pre-Owned,299,False,False
Nike LeBron 9 Miami Hurricanes *virtually unworn* Men’s Size 10,15000,Pre-Owned,1495,False,False
Size US 9 - Nike LeBron 10 Pure Platinum 2013 *Right Shoe Only* READ,2999,Pre-Owned,1665,False,False
New Listing,5999,New (Other),1499,False,False
"Nike LeBron 18 ""Reflections"" 2020 DB8148-003 DS NWB - 100% Authentic - FAST SHIP",28999,Brand New,1495,False,False
New Listing,6700,Pre-Owned,0,False,False
2024-25 Donruss Basketball Base Complete Your Set Singles #1-250 PYC,99,Pre-Owned,69,False,False
Brand New LeBron Tennis Shoes For ,9998,Brand New,1495,False,False
Nike LeBron 21 EP Serenity - HF5352-500,1140018500,Brand New,1495,False,False
Size 10 - Nike LeBron 15 BHM 2018,11000,Pre-Owned,1495,False,False
New Listing,5000,Pre-Owned,1171,False,False
"Lebron XIX Low - White/ Black- Medium Blue, Size 13",10999,New (Other),1495,False,False
A2158- 1998 Bowman Baseball Cards 251-451 +Inserts -You Pick- 15+ FREE US SHIP,99448,Pre-Owned,69,True,False
Mini Figure 3D NBA Lebron James Heat Red Basketball Keychain Miami GOAT,1025,Brand New,0,False,False
Size 9.5 - Nike LeBron 18 Lakers,6000,Pre-Owned,1008,False,False
Nike LeBron 12 Low,7000,Pre-Owned,0,False,False
Lebron Nike Bask,1500,Pre-Owned,1742,False,False
2024-25 & 2023-24 NBA Hoops Basketball Cards (1-300) - Pick the Cards You Need,100125,Pre-Owned,30,False,False
lebron 20 kaleidoscope,4000,Pre-Owned,1094,False,False
"Nike Lebron Icon ""JOHN ELLIOT WHITE"" 2018 - Size 10 - aq0114 100 (122-56)",17000,Brand New,1495,False,False
"Nike Air Max Lebron X Low ""Knicks"" Athletic Sneakers Size 8 Orange 579765-800",7900,Pre-Owned,1067,False,False
"Lebron 11 ""NBA2K14"" Sz 12",49999,Pre-Owned,1742,False,False
Nike LeBron James 12 Double Helix Size 8.5 Purple 684593-607 *,3495,Pre-Owned,2395,False,False
(Men's) Nike LeBron 12 'Trillion Dollar Man' (2014) 705410-430 Sneakers Adult Un,20000,Brand New,1495,False,False
New Listing,7500,Pre-Owned,1495,False,False
Nike Diana Taurasi x LeBron 18,6000,Pre-Owned,1412,False,False
Lebron 15 XV Four Horsemen New Men’s Size 9,34995,New (Other),1495,False,False
Nike LeBron 9 Low 'Easter'  510811-001 Mens 10,5900,Pre-Owned,1620,False,False
Lebron 18 Sisterhood’s ,12000,New (Other),1495,False,False
New Listing,8500,Brand New,1495,False,False
Lebron 18 Sisterhood’s ,12000,New (Other),1495,False,False
New Listing,8500,Brand New,1495,False,False
"NIKE LEBRON 9 P.S. ELITE  ""AWAY"" BLACK-METALLIC GOLD-BLACK SZ 9.5 [516958-002]",29999,Brand New,1495,True,False
Size 12 - Nike LeBron 16 KC Watch The Throne,18000,Pre-Owned,1495,False,False
Nike LeBron NXXT Genisus EP Platinum Violet Men Basketball Shoes HF0711-005,14999,Brand New,0,False,False
New Listing,7500,Pre-Owned,1495,False,False
Nike Diana Taurasi x LeBron 18,6000,Pre-Owned,1412,False,False
Lebron 15 XV Four Horsemen New Men’s Size 9,34995,New (Other),1495,False,False
Nike LeBron 9 Low 'Easter'  510811-001 Mens 10,5900,Pre-Owned,1620,False,False
lebron x111 low cool grey/Mtllc gold-white-blk ,10000,New (Other),1495,False,False
Nike Lebron Flip The Switch 2017 Men 9.5 Red White Black 852405-103 Basketball,5999,Pre-Owned,1960,True,False
Size 10.5 - Nike LeBron Witness 5 White Clear Jade,11995,Brand New,1495,False,False
Nike LeBron 12 What If? Size 8.5,18000,Pre-Owned,1495,False,False
Nike Lebron 20 South Beast Size 6.5 Men’s,9000,New (Other),1495,False,False
Nike LeBron 14 iD DC Harley Quin Size 10.5,22000,Brand New,1495,False,False
Nike LeBron V “Akron Vision” White/Gold Basketball Men’s Shoe 317253-171 US 9.5,9992,Pre-Owned,1495,False,False
Nike LeBron X Low Total Orange Size 11.5 Rare Basketball Sneakers with Box,33000,Pre-Owned,1495,False,False
Nike Lebron Maroon Sneakers,5000,Pre-Owned,0,False,False
Nike Lebron XXI 21 Premium Pearl Men Sizes Blue Pink Shoes Floral FV7275-401 NBY,11977,New (Other),0,False,False
2015 Nike Lebron 12 Elite Black Metallic Red Bronze-White 724559-091 Men Us10.5,16453,Pre-Owned,3500,True,False
New Listing,3999,Pre-Owned,1960,False,False
